model_name,summary,capabilities,primary_version,version_name,size,context,input,usage_command,updated_at
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q4_K_M,10.0GB,8K,Text,ollama pull starcoder:15b-q4_K_M,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q5_0,11GB,8K,Text,ollama pull starcoder:15b-q5_0,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q5_1,12GB,8K,Text,ollama pull starcoder:15b-q5_1,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q5_K_S,11GB,8K,Text,ollama pull starcoder:15b-q5_K_S,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q5_K_M,12GB,8K,Text,ollama pull starcoder:15b-q5_K_M,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q6_K,13GB,8K,Text,ollama pull starcoder:15b-q6_K,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-q8_0,17GB,8K,Text,ollama pull starcoder:15b-q8_0,2 years ago
starcoder,StarCoder is a code generation model trained on 80+ programming languages.,,1b,starcoder:15b-fp16,32GB,8K,Text,ollama pull starcoder:15b-fp16,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:latest,4.1GB,8K,Text,ollama pull openchat:latest,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b,4.1GB,8K,Text,ollama pull openchat:7b,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5,4.1GB,8K,Text,ollama pull openchat:7b-v3.5,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-0106,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q2_K,3.1GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q2_K,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q2_K,3.1GB,8K,Text,ollama pull openchat:7b-v3.5-q2_K,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q3_K_S,3.2GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q3_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q3_K_S,3.2GB,8K,Text,ollama pull openchat:7b-v3.5-q3_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q3_K_M,3.5GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q3_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q3_K_M,3.5GB,8K,Text,ollama pull openchat:7b-v3.5-q3_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q3_K_L,3.8GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q3_K_L,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q3_K_L,3.8GB,8K,Text,ollama pull openchat:7b-v3.5-q3_K_L,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q4_0,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q4_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q4_0,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-q4_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q4_1,4.6GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q4_1,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q4_1,4.6GB,8K,Text,ollama pull openchat:7b-v3.5-q4_1,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q4_K_S,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q4_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q4_K_S,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-q4_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q4_K_M,4.4GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q4_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q4_K_M,4.4GB,8K,Text,ollama pull openchat:7b-v3.5-q4_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q5_0,5.0GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q5_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q5_0,5.0GB,8K,Text,ollama pull openchat:7b-v3.5-q5_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q5_1,5.4GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q5_1,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q5_1,5.4GB,8K,Text,ollama pull openchat:7b-v3.5-q5_1,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q5_K_S,5.0GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q5_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q5_K_M,5.1GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q5_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q6_K,5.9GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q6_K,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-q8_0,7.7GB,8K,Text,ollama pull openchat:7b-v3.5-0106-q8_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-0106-fp16,14GB,8K,Text,ollama pull openchat:7b-v3.5-0106-fp16,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-1210,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q2_K,3.1GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q2_K,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q3_K_S,3.2GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q3_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q3_K_M,3.5GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q3_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q3_K_L,3.8GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q3_K_L,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q4_0,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q4_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q4_1,4.6GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q4_1,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q4_K_S,4.1GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q4_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q4_K_M,4.4GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q4_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q5_0,5.0GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q5_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q5_1,5.4GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q5_1,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q5_K_S,5.0GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q5_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q5_K_S,5.0GB,8K,Text,ollama pull openchat:7b-v3.5-q5_K_S,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q5_K_M,5.1GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q5_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q5_K_M,5.1GB,8K,Text,ollama pull openchat:7b-v3.5-q5_K_M,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q6_K,5.9GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q6_K,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q6_K,5.9GB,8K,Text,ollama pull openchat:7b-v3.5-q6_K,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-q8_0,7.7GB,8K,Text,ollama pull openchat:7b-v3.5-1210-q8_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-q8_0,7.7GB,8K,Text,ollama pull openchat:7b-v3.5-q8_0,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-1210-fp16,14GB,8K,Text,ollama pull openchat:7b-v3.5-1210-fp16,2 years ago
openchat,"A family of open-source models trained on a wide variety of data, surpassing ChatGPT on various benchmarks. Updated to version 3.5-0106.",,7b,openchat:7b-v3.5-fp16,14GB,8K,Text,ollama pull openchat:7b-v3.5-fp16,2 years ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:latest,1.6GB,16K,Text,ollama pull stable-code:latest,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:code,1.6GB,16K,Text,ollama pull stable-code:code,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:instruct,1.6GB,16K,Text,ollama pull stable-code:instruct,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b,1.6GB,16K,Text,ollama pull stable-code:3b,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code,1.6GB,16K,Text,ollama pull stable-code:3b-code,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code-q2_K,1.1GB,16K,Text,ollama pull stable-code:3b-code-q2_K,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code-q3_K_S,1.3GB,16K,Text,ollama pull stable-code:3b-code-q3_K_S,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code-q3_K_M,1.4GB,16K,Text,ollama pull stable-code:3b-code-q3_K_M,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code-q3_K_L,1.5GB,16K,Text,ollama pull stable-code:3b-code-q3_K_L,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code-q4_0,1.6GB,16K,Text,ollama pull stable-code:3b-code-q4_0,1 year ago
stable-code,Stable Code 3B is a coding model with instruct and code completion variants on par with models such as Code Llama 7B that are 2.5x larger.,,3b,stable-code:3b-code-q4_1,1.8GB,16K,Text,ollama pull stable-code:3b-code-q4_1,1 year ago
